rnti,id,frame,slot,pci,timestamp,dlBytes,dlMcs,dlBler,ulBytes,ulMcs,ulBler,ri,pmi,phr,pcmax,rsrq,sinr,rsrp,rssi,cqi,pucchSnr,puschSnr
b075,12345678,378,17,0,1689147608740,1639229,9,0,1308216,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,92,15,19,31
b075,12345678,478,17,0,1689147609740,1641584,9,0,1310302,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,102.1,15,18,30.5
b075,12345678,578,17,0,1689147610740,1643955,9,0,1312420,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,92,15,18,29.5
b075,12345678,678,17,0,1689147611740,1646326,9,0,1314313,9,0,1,"(0,0)",56,23,-10.5,23.5,-79,94.4,15,19,31
b075,12345678,778,17,0,1689147612740,1648697,9,0,1316415,9,0,1,"(0,0)",56,23,-10.5,23.5,-79,94.4,15,19,34.5
b075,12345678,878,17,0,1689147613740,1650835,9,0,1318517,9,0,1,"(0,0)",56,23,-10.5,23.5,-79,92.9,15,19,31
b075,12345678,978,17,0,1689147614740,1653190,9,0,1320619,9,0,1,"(0,0)",56,23,-10.5,23.5,-79,92,15,18,31.5
b075,12345678,54,17,0,1689147615740,1655561,9,0,1322721,9,0,1,"(0,0)",56,23,-10.5,23.5,-79,92.9,15,20,31
b075,12345678,154,17,0,1689147616740,1657715,9,0,1324731,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,90.7,15,19,30.5
b075,12345678,254,17,0,1689147617740,1660070,9,0,1326640,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,90.7,15,20,29.5
b075,12345678,354,17,0,1689147618740,1662441,9,0,1328726,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,101.6,15,21,28.5
b075,12345678,454,17,0,1689147619740,1664595,9,0,1330844,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,92,15,21,30
b075,12345678,554,17,0,1689147620740,1666966,9,0,1332930,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,100.9,15,21,28
b075,12345678,654,17,0,1689147621740,1669321,9,0,1335048,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,92,15,21,31.5
b075,12345678,754,17,0,1689147622740,1671692,9,0,1336941,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,90.7,15,21,29.5
b075,12345678,854,17,0,1689147623740,1674047,9,0,1339043,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,101,15,22,28
b075,12345678,954,17,0,1689147624740,1676201,9,0,1341145,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,92,15,21,30
b075,12345678,30,17,0,1689147625740,1678556,9,0,1343247,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,101.1,15,22,28
b075,12345678,130,17,0,1689147626740,1680927,9,0,1345349,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,90.7,15,21,29.5
b075,12345678,230,17,0,1689147627740,1683298,9,0,1347258,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,90.7,15,22,29
b075,12345678,330,17,0,1689147628740,1685669,9,0,1349344,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,101.6,15,22,27.5
b075,12345678,430,17,0,1689147629740,1687807,9,0,1351462,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,90.7,15,21,29
b075,12345678,530,17,0,1689147630740,1690178,9,0,1353548,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,100.7,15,22,28
b075,12345678,630,17,0,1689147631740,1692533,9,0,1355666,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,90.7,15,21,30
b075,12345678,730,17,0,1689147632740,1694904,9,0,1357559,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,92,15,21,31
b075,12345678,830,17,0,1689147633740,1697259,9,0,1359661,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,101.3,15,21,28
b075,12345678,930,17,0,1689147634740,1699413,9,0,1361763,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,30
b075,12345678,6,17,0,1689147635740,1701784,9,0,1363865,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.5,15,21,27.5
b075,12345678,106,17,0,1689147636740,1704155,9,0,1365967,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,22,30
b075,12345678,206,17,0,1689147637740,1706510,9,0,1367876,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,22,30
b075,12345678,306,17,0,1689147638740,1708881,9,0,1369962,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.4,15,21,28
b075,12345678,406,17,0,1689147639740,1711035,9,0,1372080,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,31
b075,12345678,506,17,0,1689147640740,1713406,9,0,1374166,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.5,15,21,28
b075,12345678,606,17,0,1689147641740,1715761,9,0,1376284,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,30.5
b075,12345678,706,17,0,1689147642740,1718132,9,0,1378177,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,22,30
b075,12345678,806,17,0,1689147643740,1720503,9,0,1380279,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.5,15,22,28
b075,12345678,906,17,0,1689147644740,1722657,9,0,1382381,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,30.5
b075,12345678,1006,17,0,1689147645740,1725012,9,0,1384483,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.5,15,21,28
b075,12345678,82,17,0,1689147646740,1727383,9,0,1386585,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,90.7,15,22,29
b075,12345678,182,17,0,1689147647740,1729738,9,0,1388494,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,30
b075,12345678,282,17,0,1689147648740,1732109,9,0,1390580,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.1,15,21,27.5
b075,12345678,382,17,0,1689147649740,1734247,9,0,1392698,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,30.5
b075,12345678,482,17,0,1689147650740,1736618,9,0,1394784,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,102.8,15,22,28
b075,12345678,582,17,0,1689147651740,1738989,9,0,1396902,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,29
b075,12345678,682,17,0,1689147652740,1741360,9,0,1398795,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,28
b075,12345678,782,17,0,1689147653740,1743715,9,0,1400897,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.3,15,21,28
b075,12345678,882,17,0,1689147654740,1745869,9,0,1402999,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,89,15,20,29.5
b075,12345678,982,17,0,1689147655740,1748224,9,0,1405101,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101,15,20,28
b075,12345678,58,17,0,1689147656740,1750595,9,0,1407203,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,30
b075,12345678,158,17,0,1689147657740,1752950,9,0,1409112,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,30.5
b075,12345678,258,17,0,1689147658740,1755321,9,0,1411198,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.6,15,23,28
b075,12345678,358,17,0,1689147659740,1757475,9,0,1413316,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,29.5
b075,12345678,458,17,0,1689147660740,1759846,9,0,1415402,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.6,15,22,28
b075,12345678,558,17,0,1689147661740,1762201,9,0,1417520,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29.5
b075,12345678,658,17,0,1689147662740,1764572,9,0,1419413,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,93.7,15,21,31.5
b075,12345678,758,17,0,1689147663740,1766927,9,0,1421515,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,93.7,15,21,31
b075,12345678,858,17,0,1689147664740,1769081,9,0,1423617,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,92.9,15,22,32
b075,12345678,958,17,0,1689147665740,1771436,9,0,1425719,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,93.7,15,17,31
b075,12345678,34,17,0,1689147666740,1773807,9,0,1427821,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,93.7,15,18,31
b075,12345678,134,17,0,1689147667740,1775961,9,0,1429831,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,29.5
b075,12345678,234,17,0,1689147668740,1778332,9,0,1431740,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,29.5
b075,12345678,334,17,0,1689147669740,1780687,9,0,1433826,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.5,15,22,28
b075,12345678,434,17,0,1689147670740,1782841,9,0,1435944,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,30
b075,12345678,534,17,0,1689147671740,1785212,9,0,1438030,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.5,15,22,27.5
b075,12345678,634,17,0,1689147672740,1787567,9,0,1440148,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29.5
b075,12345678,734,17,0,1689147673740,1789922,9,0,1442041,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,31
b075,12345678,834,17,0,1689147674740,1792293,9,0,1444143,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.9,15,21,27.5
b075,12345678,934,17,0,1689147675740,1794447,9,0,1446245,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,30
b075,12345678,10,17,0,1689147676740,1796818,9,0,1448347,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.6,15,20,28
b075,12345678,110,17,0,1689147677740,1799173,9,0,1450449,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,30
b075,12345678,210,17,0,1689147678740,1801544,9,0,1452358,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,30
b075,12345678,310,17,0,1689147679740,1803915,9,0,1454444,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.3,15,21,27.5
b075,12345678,410,17,0,1689147680740,1806069,9,0,1456562,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,22,30.5
b075,12345678,510,17,0,1689147681740,1808424,9,0,1458648,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,102.5,15,22,28
b075,12345678,610,17,0,1689147682740,1810795,9,0,1460766,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92.9,15,22,31
b075,12345678,710,17,0,1689147683740,1813166,9,0,1462659,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,22,31
b075,12345678,810,17,0,1689147684740,1815537,9,0,1464761,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,102,15,24,27.5
b075,12345678,910,17,0,1689147685740,1817675,9,0,1466863,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,31
b075,12345678,1010,17,0,1689147686740,1820046,9,0,1468965,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,102.3,15,21,29
b075,12345678,86,17,0,1689147687740,1822417,9,0,1471067,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,30
b075,12345678,186,17,0,1689147688740,1824772,9,0,1472976,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92.9,15,22,30
b075,12345678,286,17,0,1689147689740,1827127,9,0,1475062,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,102.6,15,23,28.5
b075,12345678,386,17,0,1689147690740,1829281,9,0,1477180,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,30
b075,12345678,486,17,0,1689147691740,1831652,9,0,1479266,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,102.3,15,22,29
b075,12345678,586,17,0,1689147692740,1834023,9,0,1481384,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,29
b075,12345678,686,17,0,1689147693740,1836378,9,0,1483277,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,31
b075,12345678,786,17,0,1689147694740,1838749,9,0,1485379,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,102.1,15,22,28.5
b075,12345678,886,17,0,1689147695740,1840903,9,0,1487481,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,30
b075,12345678,986,17,0,1689147696740,1843258,9,0,1489583,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.6,15,20,29
b075,12345678,62,17,0,1689147697740,1845613,9,0,1491685,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,20,30.5
b075,12345678,162,17,0,1689147698740,1847984,9,0,1493594,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,31
b075,12345678,262,17,0,1689147699740,1850355,9,0,1495680,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,102,15,21,28.5
b075,12345678,362,17,0,1689147700740,1852509,9,0,1497798,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,31.5
b075,12345678,462,17,0,1689147701740,1854864,9,0,1499884,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,102.8,15,22,28.5
b075,12345678,562,17,0,1689147702740,1857235,9,0,1502002,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,30.5
b075,12345678,662,17,0,1689147703740,1859606,9,0,1503895,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92.9,15,21,30
b075,12345678,762,17,0,1689147704740,1861961,9,0,1505997,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,102,15,22,28.5
b075,12345678,862,17,0,1689147705740,1864099,9,0,1508099,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,31.5
b075,12345678,962,17,0,1689147706740,1866470,9,0,1510201,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,102.3,15,20,29
b075,12345678,38,17,0,1689147707740,1868841,9,0,1512303,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,30.5
b075,12345678,138,17,0,1689147708740,1871212,9,0,1514212,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,20,29.5
b075,12345678,238,17,0,1689147709740,1873567,9,0,1516298,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.4,15,21,28.5
b075,12345678,338,17,0,1689147710740,1875721,9,0,1518416,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,20,30.5
b075,12345678,438,17,0,1689147711740,1878092,9,0,1520502,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.7,15,20,28.5
b075,12345678,538,17,0,1689147712740,1880447,9,0,1522620,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,20,30.5
b075,12345678,638,17,0,1689147713740,1882802,9,0,1524513,9,0,1,"(0,0)",54,23,-10.5,23.5,-80,95,15,21,31.5
b075,12345678,738,17,0,1689147714740,1885173,9,0,1526615,9,0,1,"(0,0)",54,23,-10.5,23.5,-80,94.4,15,21,33
b075,12345678,838,17,0,1689147715740,1887327,9,0,1528717,9,0,1,"(0,0)",54,23,-10.5,23.5,-80,94.4,15,21,32.5
b075,12345678,938,17,0,1689147716740,1889698,9,0,1530819,9,0,1,"(0,0)",54,23,-10.5,23.5,-80,93.7,15,21,32.5
b075,12345678,14,17,0,1689147717740,1892053,9,0,1532921,9,0,1,"(0,0)",54,23,-10.5,23.5,-80,95,15,21,31.5
b075,12345678,114,17,0,1689147718740,1894207,9,0,1534931,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92.9,15,20,32
b075,12345678,214,17,0,1689147719740,1896578,9,0,1536840,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,29.5
b075,12345678,314,17,0,1689147720740,1898949,9,0,1538926,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.9,15,22,28
b075,12345678,414,17,0,1689147721740,1901087,9,0,1541044,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,30
b075,12345678,514,17,0,1689147722740,1903458,9,0,1543130,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.9,15,21,28
b075,12345678,614,17,0,1689147723740,1905829,9,0,1545248,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,30
b075,12345678,714,17,0,1689147724740,1908200,9,0,1547141,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29
b075,12345678,814,17,0,1689147725740,1910555,9,0,1549243,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.3,15,22,28
b075,12345678,914,17,0,1689147726740,1912709,9,0,1551345,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29
b075,12345678,1014,17,0,1689147727740,1915080,9,0,1553447,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101,15,20,28
b075,12345678,90,17,0,1689147728740,1917451,9,0,1555549,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29.5
b075,12345678,190,17,0,1689147729740,1919790,9,0,1557458,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29
b075,12345678,290,17,0,1689147730740,1922161,9,0,1559544,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.7,15,21,28
b075,12345678,390,17,0,1689147731740,1924315,9,0,1561662,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,29
b075,12345678,490,17,0,1689147732740,1926686,9,0,1563748,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.9,15,22,28
b075,12345678,590,17,0,1689147733740,1929041,9,0,1565866,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,90.7,15,22,28.5
b075,12345678,690,17,0,1689147734740,1931412,9,0,1567759,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,92,15,21,30.5
b075,12345678,790,17,0,1689147735740,1933783,9,0,1569861,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,101.3,15,21,28
b075,12345678,890,17,0,1689147736740,1935937,9,0,1571963,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,92.9,15,22,30
b075,12345678,990,17,0,1689147737740,1938276,9,0,1574065,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.4,15,20,28
b075,12345678,66,17,0,1689147738740,1940647,9,0,1576167,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,90.7,15,21,30
b075,12345678,166,17,0,1689147739740,1943018,9,0,1578076,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,30.5
b075,12345678,266,17,0,1689147740740,1945389,9,0,1580162,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.7,15,21,27.5
b075,12345678,366,17,0,1689147741740,1947527,9,0,1582280,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,31.5
b075,12345678,466,17,0,1689147742740,1949898,9,0,1584366,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,101.5,15,21,28
b075,12345678,566,17,0,1689147743740,1952269,9,0,1586484,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,30
b075,12345678,666,17,0,1689147744740,1954640,9,0,1588377,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,22,29.5
b075,12345678,766,17,0,1689147745740,1956979,9,0,1590479,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,101.5,15,22,27.5
b075,12345678,866,17,0,1689147746740,1959133,9,0,1592581,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,92,15,21,31.5
b075,12345678,966,17,0,1689147747740,1961504,9,0,1594683,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.3,15,24,27
b075,12345678,42,17,0,1689147748740,1963875,9,0,1596785,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,30
b075,12345678,142,17,0,1689147749740,1966230,9,0,1598694,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,28.5
b075,12345678,242,17,0,1689147750740,1968601,9,0,1600780,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.3,15,22,27.5
b075,12345678,342,17,0,1689147751740,1970755,9,0,1602898,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,23,29
b075,12345678,442,17,0,1689147752740,1973126,9,0,1604984,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.6,15,21,28
b075,12345678,542,17,0,1689147753740,1975465,9,0,1607102,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29
b075,12345678,642,17,0,1689147754740,1977836,9,0,1608995,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92.9,15,23,32
b075,12345678,742,17,0,1689147755740,1980207,9,0,1611097,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.6,15,22,28
b075,12345678,842,17,0,1689147756740,1982361,9,0,1613199,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29
b075,12345678,942,17,0,1689147757740,1984716,9,0,1615301,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.7,15,22,28.5
b075,12345678,18,17,0,1689147758740,1987087,9,0,1617403,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29
b075,12345678,118,17,0,1689147759740,1989458,9,0,1619312,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,30.5
b075,12345678,218,17,0,1689147760740,1991829,9,0,1621398,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.9,15,21,28
b075,12345678,318,17,0,1689147761740,1993967,9,0,1623516,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,92,15,22,31
b075,12345678,418,17,0,1689147762740,1996338,9,0,1625602,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101,15,21,28
b075,12345678,518,17,0,1689147763740,1998709,9,0,1627720,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,31
b075,12345678,618,17,0,1689147764740,2001080,9,0,1629613,9,0,1,"(0,0)",54,23,-10.5,23.5,-81,95,15,23,32.5
b075,12345678,718,17,0,1689147765740,2003435,9,0,1631715,9,0,1,"(0,0)",56,23,-10.5,23.5,-81,93.7,15,21,30.5
b075,12345678,818,17,0,1689147766740,2005589,9,0,1633817,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,93.7,15,22,31.5
b075,12345678,918,17,0,1689147767740,2007960,9,0,1635919,9,0,1,"(0,0)",54,23,-10.5,23.5,-81,94.4,15,23,31.5
b075,12345678,1018,17,0,1689147768740,2010331,9,0,1638021,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,92.9,15,22,31.5
b075,12345678,94,17,0,1689147769740,2012469,9,0,1640031,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,28.5
b075,12345678,194,17,0,1689147770740,2014824,9,0,1641940,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,30.5
b075,12345678,294,17,0,1689147771740,2017195,9,0,1644026,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.9,15,21,28
b075,12345678,394,17,0,1689147772740,2019349,9,0,1646144,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,30
b075,12345678,494,17,0,1689147773740,2021704,9,0,1648230,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.7,15,21,28
b075,12345678,594,17,0,1689147774740,2024075,9,0,1650348,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,22,29.5
b075,12345678,694,17,0,1689147775740,2026446,9,0,1652241,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29.5
b075,12345678,794,17,0,1689147776740,2028817,9,0,1654343,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.7,15,22,27.5
b075,12345678,894,17,0,1689147777740,2030955,9,0,1656445,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,31
b075,12345678,994,17,0,1689147778740,2033310,9,0,1658547,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.5,15,20,27.5
b075,12345678,70,17,0,1689147779740,2035681,9,0,1660649,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,30.5
b075,12345678,170,17,0,1689147780740,2038052,9,0,1662558,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29
b075,12345678,270,17,0,1689147781740,2040407,9,0,1664644,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.7,15,22,27.5
b075,12345678,370,17,0,1689147782740,2042561,9,0,1666762,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,22,31
b075,12345678,470,17,0,1689147783740,2044932,9,0,1668848,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.3,15,20,28
b075,12345678,570,17,0,1689147784740,2047303,9,0,1670966,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,30.5
b075,12345678,670,17,0,1689147785740,2049658,9,0,1672859,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29
b075,12345678,770,17,0,1689147786740,2052013,9,0,1674961,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.6,15,22,28
b075,12345678,870,17,0,1689147787740,2054167,9,0,1677063,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,29.5
b075,12345678,970,17,0,1689147788740,2056538,9,0,1679165,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.3,15,21,28
b075,12345678,46,17,0,1689147789740,2058893,9,0,1681267,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,30.5
b075,12345678,146,17,0,1689147790740,2061264,9,0,1683176,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,28.5
b075,12345678,246,17,0,1689147791740,2063635,9,0,1685262,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101,15,22,28
b075,12345678,346,17,0,1689147792740,2065789,9,0,1687380,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,29.5
b075,12345678,446,17,0,1689147793740,2068144,9,0,1689466,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.7,15,21,28
b075,12345678,546,17,0,1689147794740,2070499,9,0,1691584,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,22,30
b075,12345678,646,17,0,1689147795740,2072870,9,0,1693477,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,22,31
b075,12345678,746,17,0,1689147796740,2075241,9,0,1695579,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.3,15,22,28
b075,12345678,846,17,0,1689147797740,2077379,9,0,1697681,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,30.5
b075,12345678,946,17,0,1689147798740,2079750,9,0,1699783,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.6,15,22,28
b075,12345678,22,17,0,1689147799740,2082121,9,0,1701885,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,30.5
b075,12345678,122,17,0,1689147800740,2084492,9,0,1703794,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,31
b075,12345678,222,17,0,1689147801740,2086847,9,0,1705880,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,101.6,15,21,27.5
b075,12345678,322,17,0,1689147802740,2089001,9,0,1707998,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,32
b075,12345678,422,17,0,1689147803740,2091372,9,0,1710084,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.9,15,22,27.5
b075,12345678,522,17,0,1689147804740,2093743,9,0,1712202,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,30.5
